rank,title,Previous Rank,Revenues (USDM),Revenue Change,Profits (USDM),Profit Change,Assets (USDM),Mkt Value as of 3/29/18 (USDM),Employees,CEO,CEO Title,Sector,Industry,Years on Fortune 500 List,City,State,Latitude,Longitude
843,Maximus,832,"USD2,451 ",2.00%,USD209.40 ,17.40%,"USD1,351 ","USD4,353 ","20,400",Bruce L. Caswell,"President, Chief Executive Officer &amp;  Director",Technology,Information Technology Services,-,Reston,VA,38.9586307,-77.3570028
844,Twitter,802,"USD2,443 ",-3.40%,(USD108.10),-,"USD7,413 ","USD21,784 ","3,372",Jack Dorsey,Chairman &amp;  Chief Executive Officer,Technology,Internet Services and Retailing,-,SF,CA,37.7749295,-122.4194155
845,Par Pacific Holdings,974,"USD2,443 ",31.00%,USD72.60 ,-,"USD1,347 ",USD784 ,905,William C. Pate,"President, Chief Executive Officer &amp;  Director",Energy,Petroleum Refining,-,Houston,TX,29.7604267,-95.3698028
846,Parexel International,824,"USD2,442 ",0.60%,USD107.30 ,-30.70%,"USD2,313 ",-,"18,900",Jamie Macdonald,Chief Executive Officer,Health Care,Health Care: Pharmacy and Other Services,-,Waltham,MA,42.3764852,-71.2356113
847,RH,902,"USD2,440 ",14.30%,USD2.20 ,-59.60%,"USD1,733 ","USD2,050 ","4,750",Gary G. Friedman,Chairman &amp;  Chief Executive Officer,Retailing,Specialty Retailers: Other,-,Corte Madera,CA,37.9254806,-122.5274755
848,Nexstar Media Group,,"USD2,432 ",120.40%,USD475.00 ,418.90%,"USD7,482 ","USD3,066 ","8,737",Perry A. Sook,"Chairman, President &amp;  Chief Executive Officer",Media,Entertainment,-,Irving,TX,32.8140177,-96.9488945
849,Knight-Swift Transportation Holdings,586,"USD2,426 ",116.90%,USD484.30 ,416.00%,"USD7,683 ","USD8,199 ","25,300",David A. Jackson,"President, Chief Executive Officer &amp;  Director",Transportation,"Trucking, Truck Leasing",-,Phoenix,AZ,33.4483771,-112.0740373
850,Red Hat,920,"USD2,412 ",17.50%,USD253.70 ,27.30%,"USD4,535 ","USD26,464 ","10,500",James M. Whitehurst,"President, Chief Executive Officer &amp;  Director",Technology,Computer Software,-,Raleigh,NC,35.7795897,-78.6381787
851,Belden,846,"USD2,389 ",1.40%,USD93.20 ,-27.20%,"USD3,841 ","USD2,891 ","8,800",John S. Stroup,"Chairman, President &amp;  Chief Executive Officer",Industrials,"Electronics, Electrical Equip.",-,St. Louis,MO,38.6270025,-90.1994042
852,Boyd Gaming,894,"USD2,384 ",9.10%,USD189.20 ,-54.70%,"USD4,686 ","USD3,589 ","19,707",Keith E. Smith,"President, Chief Executive Officer &amp;  Director","Hotels, Restaurants &amp;  Leisure","Hotels, Casinos, Resorts",-,Las Vegas,NV,36.1699412,-115.1398296
853,Primoris Services,938,"USD2,380 ",19.20%,USD72.40 ,170.80%,"USD1,256 ","USD1,287 ","7,102",David L. King,"President, Chief Executive Officer &amp;  Director",Engineering &amp;  Construction,"Engineering, Construction",-,Dallas,TX,32.7766642,-96.7969879
854,Gardner Denver,,"USD2,375 ",22.50%,USD18.40 ,-,"USD4,621 ","USD6,051 ","6,400",Vicente Reynal,Chairman &amp;  Chief Executive Officer,Industrials,Industrial Machinery,-,Milwaukee,WI,43.0389025,-87.9064736
855,Donaldson,882,"USD2,372 ",6.80%,USD232.80 ,22.00%,"USD1,980 ","USD5,851 ","13,200",Tod E. Carpenter,"Chairman, President &amp;  Chief Executive Officer",Industrials,Industrial Machinery,-,Minneapolis,MN,44.977753,-93.2650108
856,Party City Holdco,866,"USD2,372 ",3.90%,USD215.30 ,83.30%,"USD3,455 ","USD1,504 ","14,600",James M. Harrison,Chairman &amp;  Chief Executive Officer,Retailing,Specialty Retailers: Other,-,Elmsford,NY,41.0550969,-73.8201337
857,J.Crew Group,826,"USD2,370 ",-2.30%,(USD125.00),-,"USD1,201 ",USD0 ,"8,950",James W. Brett,Chairman &amp;  Chief Executive Officer,Retailing,Specialty Retailers: Apparel,-,New York,NY,40.7127753,-74.0059728
858,EnerSys,861,"USD2,367 ",2.20%,USD160.20 ,17.70%,"USD2,293 ","USD2,907 ","9,400",David M. Shaffer,"President, Chief Executive Officer &amp;  Director",Industrials,"Electronics, Electrical Equip.",-,Reading,PA,40.3356483,-75.9268747
859,Guess,887,"USD2,364 ",7.90%,(USD7.90),-134.70%,"USD1,656 ","USD1,667 ","14,700",Victor Herrero,Chairman &amp;  Chief Executive Officer,Retailing,Specialty Retailers: Apparel,-,Los Angeles,CA,34.0522342,-118.2436849
860,Patterson-UTI Energy,,"USD2,357 ",157.30%,USD5.90 ,-,"USD5,759 ","USD3,892 ","8,000",William A. Hendricks Jr.,"President, Chief Executive Officer &amp;  Director",Energy,"Oil and Gas Equipment, Services",-,Houston,TX,29.7604267,-95.3698028
861,WGL Holdings,848,"USD2,355 ",0.20%,USD192.60 ,14.90%,"USD6,626 ","USD4,296 ","1,586",Terry D. McCallister,Chairman &amp;  Chief Executive Officer,Energy,Energy,-,Leavenworth,WA,47.7510741,-120.7401385
862,Wolverine World Wide,812,"USD2,350 ",-5.80%,USD0.30 ,-99.70%,"USD2,399 ","USD2,753 ","3,700",Blake W. Krueger,"Chairman, President &amp;  Chief Executive Officer",Apparel,Apparel,-,Rockford,MI,43.1200272,-85.5600316
863,Xilinx,885,"USD2,349 ",6.10%,USD622.50 ,13.00%,"USD4,741 ","USD18,408 ","3,831",Victor Peng,"President, Chief Executive Officer &amp;  Director",Technology,Semiconductors and Other Electronic Components,-,San Jose,CA,37.3382082,-121.8863286
864,Vornado Realty Trust,809,"USD2,345 ",-6.60%,USD227.40 ,-74.90%,"USD17,398 ","USD12,786 ","3,989",Steven Roth,Chairman &amp;  Chief Executive Officer,Financials,Real estate,-,New York,NY,40.7127753,-74.0059728
865,Middleby,873,"USD2,336 ",3.00%,USD298.10 ,4.90%,"USD3,340 ","USD6,896 ","8,493",Selim A. Bassoul,"Chairman, President &amp;  Chief Executive Officer",Industrials,Industrial Machinery,-,Elgin,IL,42.0354084,-88.2825668
866,MPM Holdings,879,"USD2,331 ",4.40%,USD0.00 ,-,"USD2,717 ","USD1,282 ","5,200",John G. Boss,"President, Chief Executive Officer &amp;  Director",Chemicals,Chemicals,-,Waterford,NY,42.7925777,-73.6812293
867,Cleveland-Cliffs,907,"USD2,330.20 ",10.50%,USD367.00 ,110.80%,"USD2,953.40 ","USD2,067 ",2938,Lourenco C. Goncalves,"Chairman, President &amp;  Chief Executive Officer",Energy,"Mining, Crude-Oil Production",-,Cleveland,OH,41.49932,-81.6943605
868,GGP,849,"USD2,328 ",-0.80%,USD657.30 ,-49.00%,"USD23,350 ","USD19,581 ","1,700",Sandeep Mathrani,Chairman &amp;  Chief Executive Officer,Financials,Real estate,-,Chicago,IL,41.8781136,-87.6297982
869,Cypress Semiconductor,959,"USD2,328 ",21.00%,(USD80.90),-,"USD3,537 ","USD6,021 ","6,099",Hassane El-Khoury,"President, Chief Executive Officer &amp;  Director",Technology,Semiconductors and Other Electronic Components,-,San Jose,CA,37.3382082,-121.8863286
870,Arch Coal,946,"USD2,325 ",17.70%,USD238.50 ,-,"USD1,980 ","USD1,913 ","3,790",John W. Eaves,Chairman &amp;  Chief Executive Officer,Energy,"Mining, Crude-Oil Production",-,St. Louis,MO,38.6270025,-90.1994042
871,GMS,976,"USD2,319 ",24.80%,USD48.90 ,289.10%,"USD1,393 ","USD1,254 ","4,464",G. Michael Callahan Jr.,"President, Chief Executive Officer &amp;  Director",Wholesalers,Wholesalers: Diversified,-,Tucker,GA,33.8545479,-84.2171424
872,Waters,899,"USD2,309 ",6.50%,USD20.30 ,-96.10%,"USD5,340 ","USD15,553 ","7,000",Christopher J. O'Connell,Chairman &amp;  Chief Executive Officer,Technology,"Scientific,Photographic and  Control Equipment",-,Milford,MA,42.1398577,-71.5163049
873,H.B. Fuller,913,"USD2,306 ",10.10%,USD58.20 ,-53.10%,"USD4,361 ","USD2,513 ","5,965",James J. Owens,"President, Chief Executive Officer &amp;  Director",Chemicals,Chemicals,-,St Paul,MN,44.9537029,-93.0899578
874,Affiliated Managers Group,892,"USD2,305 ",5.00%,USD689.50 ,45.80%,"USD8,702 ","USD10,331 ","4,400",Nathaniel Dalton,Chairman &amp;  Chief Executive Officer,Financials,Securities,-,West Palm Beach,FL,26.7153424,-80.0533746
875,PerkinElmer,875,"USD2,301 ",1.80%,USD292.60 ,24.90%,"USD6,092 ","USD8,367 ","11,000",Robert F. Friel,"Chairman, President &amp;  Chief Executive Officer",Technology,"Scientific,Photographic and  Control Equipment",-,Waltham,MA,42.3764852,-71.2356113
876,Edgewell Personal Care,845,"USD2,298 ",-2.70%,USD5.70 ,-96.80%,"USD4,189 ","USD2,636 ","6,000",David P. Hatfield,"Chairman, President &amp;  Chief Executive Officer",Household Products,Household and Personal Products,-,Chesterfield,MO,38.6631083,-90.5770675
877,Maxim Integrated Products,891,"USD2,296 ",4.60%,USD571.60 ,151.30%,"USD4,570 ","USD16,935 ","7,040",Tun� Doluca,"President, Chief Executive Officer &amp;  Director",Technology,Semiconductors and Other Electronic Components,-,San Jose,CA,37.3382082,-121.8863286
878,Knights of Columbus,880,"USD2,290 ",2.80%,USD108.10 ,21.90%,"USD24,954 ",-,926,Carl A. Anderson,Chairman &amp;  Chief Executive Officer,Financials,"Insurance: Life, Health (Mutual)",-,New Haven,CT,41.308274,-72.9278835
879,IDEX,906,"USD2,287 ",8.20%,USD337.30 ,24.40%,"USD3,400 ","USD10,916 ","7,167",Andrew K. Silvernail,"Chairman, President &amp;  Chief Executive Officer",Industrials,Industrial Machinery,-,Lake Forest,IL,42.2586342,-87.840625
880,DST Systems,847,"USD2,284 ",-3.00%,USD451.50 ,5.70%,"USD2,938 ","USD4,962 ","14,200",William C. Stone,CEO-SS&amp; C Technologies Holdings,Business Services,Financial Data Services,-,KCMO,MO,39.0997265,-94.5785667
881,Chicos FAS,814,"USD2,282 ",-7.80%,USD101.00 ,10.70%,"USD1,088 ","USD1,152 ","12,350",Shelley G. Broader,"President, Chief Executive Officer &amp;  Director",Retailing,Specialty Retailers: Apparel,-,Fort Myers,FL,26.640628,-81.8723084
882,Nu Skin Enterprises,888,"USD2,279 ",3.20%,USD129.40 ,-9.50%,"USD1,590 ","USD3,888 ","48,700",Ritch N. Wood,Chairman &amp;  Chief Executive Officer,Household Products,Household and Personal Products,-,Provo,UT,40.2338438,-111.6585337
883,Herman Miller,874,"USD2,278 ",0.60%,USD123.90 ,-9.40%,"USD1,306 ","USD1,907 ","7,478",Brian C. Walker,"President, Chief Executive Officer &amp;  Director",Household Products,"Home Equipment, Furnishings",-,Zeeland,MI,42.8125246,-86.018651
884,NLV Financial,943,"USD2,275 ",14.40%,USD259.90 ,66.60%,"USD30,209 ",-,"1,065",Mehran Assadi,"President, Chief Executive Officer &amp;  Director",Financials,"Insurance: Life, Health (stock)",-,Montpelier,VT,44.2600593,-72.5753869
885,Curtiss-Wright,908,"USD2,271 ",7.70%,USD214.90 ,14.70%,"USD3,236 ","USD5,976 ","8,600",David C. Adams,Chairman &amp;  Chief Executive Officer,Aerospace &amp;  Defense,Aerospace and Defense,-,Charlotte,NC,35.2270869,-80.8431267
886,New Jersey Resources,970,"USD2,269 ",20.60%,USD132.10 ,0.30%,"USD3,929 ","USD3,513 ","1,052",Laurence M. Downes,"Chairman, President &amp;  Chief Executive Officer",Energy,Energy,-,Wall Township,NJ,40.1606666,-74.0679753
887,REV Group,957,"USD2,268 ",17.70%,USD31.40 ,3.90%,"USD1,254 ","USD1,341 ","7,800",Timothy W. Sullivan,"President, Chief Executive Officer &amp;  Director",Motor Vehicles &amp;  Parts,Motor Vehicles and Parts,-,Milwaukee,WI,43.0389025,-87.9064736
888,Mueller Industries,919,"USD2,266 ",10.20%,USD85.60 ,-14.20%,"USD1,320 ","USD1,505 ","4,125",Gregory L. Christopher,Chairman &amp;  Chief Executive Officer,Industrials,Industrial Machinery,-,Memphis,TN,35.1495343,-90.0489801
889,GEO Group,895,"USD2,263 ",3.90%,USD146.20 ,-1.70%,"USD4,227 ","USD2,531 ","18,512",George C. Zoley,Chairman &amp;  Chief Executive Officer,Business Services,Miscellaneous,-,Boca Raton,FL,26.3683064,-80.1289321
890,Allison Transmission Holdings,984,"USD2,262 ",22.90%,USD504.00 ,134.50%,"USD4,205 ","USD5,404 ","2,700",David S. Graziosi,Chairman &amp;  Chief Executive Officer,Motor Vehicles &amp;  Parts,Motor Vehicles and Parts,-,Indianapolis,IN,39.768403,-86.158068
891,OGE Energy,876,"USD2,261 ",0.10%,USD619.00 ,83.00%,"USD10,413 ","USD6,544 ","2,413",Sean R. Trauschke,"Chairman, President &amp;  Chief Executive Officer",Energy,Utilities: Gas and Electric,-,Oklahoma City,OK,35.4675602,-97.5164276
892,Cheesecake Factory,867,"USD2,261 ",-0.70%,USD157.40 ,12.80%,"USD1,333 ","USD2,213 ","39,100",David M. Overton,Chairman &amp;  Chief Executive Officer,"Hotels, Restaurants &amp;  Leisure",Food Services,-,Calabasas,CA,34.1372953,-118.6541895
893,PRA Health Sciences,,"USD2,259 ",24.70%,USD86.90 ,27.50%,"USD3,358 ","USD5,292 ","15,800",Colin Shannon,"Chairman, President &amp;  Chief Executive Officer",Technology,"Scientific,Photographic and  Control Equipment",-,Raleigh,NC,35.7795897,-78.6381787
894,Tupperware Brands,886,"USD2,255.80 ",1.90%,(USD265.40),-218.70%,"USD1,388 ","USD2,473 ",12000,Patricia A. Stitzel,"President, Chief Executive Officer &amp;  Director",Household Products,Household and Personal Products,-,Orlando,FL,28.5383355,-81.3792365
895,Euronet Worldwide,950,"USD2,252 ",15.00%,USD156.80 ,-10.10%,"USD3,140 ","USD4,058 ","6,600",Michael J. Brown,"Chairman, President &amp;  Chief Executive Officer",Business Services,Financial Data Services,-,Leawood,KS,38.966673,-94.6169012
896,FLEETCOR Technologies,988,"USD2,250 ",22.80%,USD740.20 ,63.60%,"USD11,318 ","USD18,186 ","7,890",Ronald F. Clarke,Chairman &amp;  Chief Executive Officer,Business Services,Financial Data Services,-,Norcross,GA,33.969864,-84.2212938
897,Nationstar Mortgage Holdings,852,"USD2,247 ",-4.00%,USD30.00 ,57.90%,"USD18,036 ","USD1,755 ","7,600",Jay Bray,"Chairman, President &amp;  Chief Executive Officer",Financials,Diversified Financials,-,Coppell,TX,32.9545687,-97.0150078
898,GoDaddy,980,"USD2,232 ",20.80%,USD136.40 ,-,"USD5,738 ","USD10,315 ","5,990",Scott W. Wagner,Chief Executive Officer,Technology,Internet Services and Retailing,-,Scottsdale,AZ,33.4941704,-111.9260519
899,Blackhawk Network Holdings,966,"USD2,232 ",17.50%,(USD155.80),-3444.10%,"USD4,140 ","USD2,529 ","3,190",Talbott Roche,"President, Chief Executive Officer &amp;  Director",Business Services,Financial Data Services,-,Pleasanton,CA,37.6624312,-121.8746789
900,Cboe Global Markets,,"USD2,229 ",217.00%,USD401.70 ,115.00%,"USD5,266 ","USD12,860 ",889,Edward T. Tilly,Chairman &amp;  Chief Executive Officer,Financials,Securities,-,Chicago,IL,41.8781136,-87.6297982
901,Snyders-Lance,862,"USD2,227 ",-3.80%,USD148.50 ,897.60%,"USD3,618 ",-,"5,900",Carlos Abrams-Rivera,President-Campbell Snacks,"Food, Beverages &amp;  Tobacco",Food Consumer Products,-,Charlotte,NC,35.2270869,-80.8431267
902,Murphy Oil,972,"USD2,226 ",18.80%,(USD311.80),-,"USD9,861 ","USD4,471 ","1,128",Roger W. Jenkins,"President, Chief Executive Officer &amp;  Director",Energy,"Mining, Crude-Oil Production",-,El Dorado,AR,33.20763,-92.6662674
903,CDK Global,905,"USD2,220 ",5.00%,USD295.60 ,23.50%,"USD2,883 ","USD8,523 ","8,900",Brian P. MacDonald,"President, Chief Executive Officer &amp;  Director",Technology,Computer Software,-,Hoffman Estates,IL,42.0629915,-88.1227199
904,Texas Roadhouse,942,"USD2,220 ",11.50%,USD131.50 ,13.80%,"USD1,331 ","USD4,123 ","29,524",W. Kent Taylor,Chairman &amp;  Chief Executive Officer,"Hotels, Restaurants &amp;  Leisure",Food Services,-,Louisville,KY,38.2526647,-85.7584557
905,Kirby,,"USD2,214 ",25.10%,USD313.20 ,121.50%,"USD5,127 ","USD4,592 ","5,775",David W. Grzebinski,"President, Chief Executive Officer &amp;  Director",Transportation,Shipping,-,Houston,TX,29.7604267,-95.3698028
906,Square,,"USD2,214 ",29.60%,(USD62.80),-,"USD2,187 ","USD19,501 ","2,338",Jack Dorsey,"Chairman, President &amp;  Chief Executive Officer",Business Services,Financial Data Services,-,SF,CA,37.7749295,-122.4194155
907,Genesee &amp; Wyoming,937,"USD2,208 ",10.30%,USD549.10 ,289.00%,"USD8,035 ","USD4,435 ","8,000",John C. Hellmann,"Chairman, President &amp;  Chief Executive Officer",Transportation,Railroads,-,Darien,CT,41.0771914,-73.4686858
908,Zayo Group Holdings,,"USD2,200 ",27.80%,USD85.70 ,-,"USD8,739 ","USD8,474 ","3,794",Daniel P. Caruso,Chairman &amp;  Chief Executive Officer,Telecommunications,Telecommunications,-,Boulder,CO,40.0149856,-105.2705456
909,NewMarket,921,"USD2,198 ",7.30%,USD190.50 ,-21.70%,"USD1,712 ","USD4,731 ","2,223",Thomas E. Gottwald,"Chairman, President &amp;  Chief Executive Officer",Chemicals,Chemicals,-,Richmond,VA,37.5407246,-77.4360481
910,99 Cents Only Stores,929,"USD2,194 ",6.40%,(USD90.30),-,"USD1,537 ",USD0 ,"17,200",Jack L. Sinclair,Chief Executive Officer,Retailing,Specialty Retailers: Other,-,Commerce,CA,34.0005691,-118.1597929
911,PCM,877,"USD2,193 ",-2.50%,USD3.10 ,-82.40%,USD740 ,USD98 ,"4,118",Frank F. Khulusi,Chairman &amp;  Chief Executive Officer,Wholesalers,Wholesalers: Electronics and Office Equipment,-,El Segundo,CA,33.9191799,-118.4164652
912,Federated Mutual Insurance,918,"USD2,181 ",5.80%,USD217.60 ,-4.90%,"USD7,630 ",-,"2,388",Jeffrey E. Fetters,Chairman &amp;  Chief Executive Officer,Financials,Insurance: Property and Casualty (Mutual),-,Owatonna,MN,44.0855572,-93.2259349
913,HNI,890,"USD2,176 ",-1.30%,USD89.80 ,4.90%,"USD1,392 ","USD1,568 ","9,350",Stanley A. Askren,"Chairman, President &amp;  Chief Executive Officer",Household Products,"Home Equipment, Furnishings",-,Muscatine,IA,41.424473,-91.0432051
914,Hospitality Properties Trust,922,"USD2,172 ",6.10%,USD215.10 ,-3.60%,"USD7,150 ","USD4,165 ",450,John G. Murray,"President, Chief Executive Officer &amp;  Director",Financials,Real estate,-,Newton,MA,42.3370413,-71.2092214
915,Greenbrier Cos.,777,"USD2,169 ",-19.00%,USD116.10 ,-36.60%,"USD2,398 ","USD1,442 ","11,917",William A. Furman,"Chairman, President &amp;  Chief Executive Officer",Transportation,Transportation Equipment,-,Lake Oswego,OR,45.4156817,-122.7159726
916,Bio-Rad Laboratories,917,"USD2,160 ",4.40%,USD122.20 ,370.20%,"USD4,273 ","USD7,443 ","8,150",Norman A. Schwartz,"Chairman, President &amp;  Chief Executive Officer",Health Care,"Scientific,Photographic and  Control Equipment",-,Hercules,CA,38.0171441,-122.2885808
917,AvalonBay Communities,923,"USD2,159 ",5.50%,USD876.90 ,-15.20%,"USD18,415 ","USD22,711 ","3,123",Timothy J. Naughton,"Chairman, President &amp;  Chief Executive Officer",Financials,Real estate,-,Arlington,VA,38.8816208,-77.0909809
918,Renewable Energy Group,924,"USD2,158 ",5.70%,(USD79.10),-278.40%,"USD10,056 ",USD497 ,853,Randolph L. Howard,"President, Chief Executive Officer &amp;  Director",Energy,Energy,-,Ames,IA,42.0307812,-93.6319131
919,Atlas Air Worldwide Holdings,985,"USD2,157 ",17.20%,USD223.50 ,438.30%,"USD4,956 ","USD1,538 ","2,870",William J. Flynn,"President, Chief Executive Officer &amp;  Director",Transportation,Transportation and Logistics,-,Harrison,NY,41.0400135,-73.7144477
920,Teradata,859,"USD2,156 ",-7.10%,(USD67.00),-153.60%,"USD2,556 ","USD4,797 ","10,615",Victor L. Lund,"President, Chief Executive Officer &amp;  Director",Technology,Information Technology Services,-,Dayton,OH,39.7589478,-84.1916069
921,LCI Industries,,"USD2,148 ",27.90%,USD132.90 ,2.50%,USD946 ,"USD2,603 ","9,852",Jason D. Lippert,Chairman &amp;  Chief Executive Officer,Motor Vehicles &amp;  Parts,Motor Vehicles and Parts,-,Elkhart,IN,41.6819935,-85.9766671
922,Teleflex,973,"USD2,146 ",14.90%,USD152.50 ,-35.70%,"USD6,182 ","USD11,806 ","14,400",Liam J. Kelly,"President, Chief Executive Officer &amp;  Director",Health Care,Medical Products and Equipment,-,Wayne,PA,40.0415996,-75.3698895
923,Verisk Analytics,909,"USD2,145 ",1.80%,USD555.10 ,-6.10%,"USD6,020 ","USD17,162 ","7,192",Scott G. Stephenson,"Chairman, President &amp;  Chief Executive Officer",Business Services,Financial Data Services,-,Jersey City,NJ,40.7281575,-74.0776417
924,Popular,955,"USD2,145 ",11.00%,USD107.70 ,-50.30%,"USD44,277 ","USD4,253 ","7,784",Ignacio Alvarez,"President, Chief Executive Officer &amp;  Director",Financials,Commercial Banks,-,Hato Rey,Puerto Rico,18.4225782,-66.0509549
925,Workday,,"USD2,143 ",36.60%,(USD321.20),-,"USD4,947 ","USD26,947 ","8,200",Aneel Bhusri,Chief Executive Officer &amp;  Director,Technology,Computer Software,-,Pleasanton,CA,37.6624312,-121.8746789
926,Cooper Cos.,948,"USD2,139 ",8.80%,USD372.90 ,36.10%,"USD4,859 ","USD11,217 ","11,800",Albert G. White III,"President, Chief Executive Officer &amp;  Director",Health Care,Medical Products and Equipment,-,Pleasanton,CA,37.6624312,-121.8746789
927,Express,893,"USD2,138 ",-2.50%,USD19.40 ,-66.30%,"USD1,188 ",USD564 ,"9,576",David G. Kornberg,"President, Chief Executive Officer &amp;  Director",Retailing,Specialty Retailers: Apparel,-,Columbus,OH,39.9611755,-82.9987942
928,Teradyne,,"USD2,137 ",21.90%,USD257.70 ,-,"USD3,110 ","USD8,901 ","4,500",Mark E. Jagiela,"President, Chief Executive Officer &amp;  Director",Technology,Semiconductors and Other Electronic Components,-,North Reading,MA,42.5750939,-71.0786653
929,Werner Enterprises,934,"USD2,117 ",5.40%,USD202.90 ,156.40%,"USD1,808 ","USD2,645 ","12,154",Derek J. Leathers,"President, Chief Executive Officer &amp;  Director",Transportation,"Trucking, Truck Leasing",-,Omaha,NE,41.2565369,-95.9345034
930,Oaktree Capital Group,,"USD2,100 ",38.30%,USD231.50 ,18.90%,"USD9,015 ","USD6,188 ",930,Jay S. Wintrob,Chairman &amp;  Chief Executive Officer,Financials,Securities,-,Los Angeles,CA,34.0522342,-118.2436849
